Kode_Desa,n_flagged_records,dominant_typology,top_rda_feature,persistence_score,years_flagged,Nama_Desa
1502212002,7,Unclassified,swakelola_high_value,1.0,3,Sumber Agung
1502212003,5,T2_Ghost,swakelola_high_value,1.0,3,Suko Rejo
1502212004,7,T5_ProcurementIrregularity,activity_category,1.0,3,Sido Rukun
1502212006,7,T2_Ghost,avg_completion,1.0,3,Tegal Rejo
1502222001,3,T2_Ghost,activity_category,1.0,3,Tambang Baru
1502182013,3,T2_Ghost,activity_category,1.0,3,Tanjung Alam
1502192001,10,T2_Ghost,swakelola_high_value,1.0,3,Meranti
1502192002,9,T2_Ghost,cost_deviation_by_category,1.0,3,Bukit Bungkul
1502192003,9,T2_Ghost,cost_deviation_by_category,1.0,3,Rasau
1502202002,8,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjung Benuang
1502182004,3,T2_Ghost,activity_category,1.0,3,Talang Tembago
1502182007,3,T2_Ghost,avg_completion,1.0,3,Rantau Suli
1502182011,5,T2_Ghost,swakelola_high_value,1.0,3,Tanjung Benuang
1502182012,4,T2_Ghost,activity_category,1.0,3,Jangkat
1503022005,5,T2_Ghost,cost_deviation_by_category,1.0,3,Pulau Pandan
1503022007,3,T2_Ghost,cost_deviation_by_category,1.0,3,Ranggo
1503022008,4,T2_Ghost,avg_completion,1.0,3,Panca Karya
1503022021,5,T2_Ghost,cost_deviation_by_category,1.0,3,Temalang
1503012009,3,T2_Ghost,activity_category,1.0,3,Muaro Pemuat
1503012015,5,T2_Ghost,cost_per_unit,1.0,3,Sungai Bemban
1503012017,3,T2_Ghost,activity_category,1.0,3,Sungai Baung
1503012020,8,T2_Ghost,avg_completion,1.0,3,Kasiro Hilir
1502242003,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Beringin Sanggul
1502242005,8,T2_Ghost,activity_category,1.0,3,Rantau Limau Kapas
1502242006,6,T2_Ghost,cost_deviation_by_category,1.0,3,Baru Sungai Sakai
1503012002,4,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Keradak
1503012004,4,T2_Ghost,activity_category,1.0,3,Simpang Narso
1502232006,4,Unclassified,cost_deviation_by_category,1.0,3,Telentam
1502232009,3,T2_Ghost,activity_category,1.0,3,Pulau Lebar
1502232011,7,T2_Ghost,cost_per_unit,1.0,3,Tanjung Beringin
1502232012,7,T2_Ghost,cost_deviation_by_category,1.0,3,Baru Kibul
1502232013,5,T2_Ghost,cost_per_unit,1.0,3,Ngaol Ilir
1502242001,10,T2_Ghost,activity_category,1.0,3,Sekancing
1502242002,8,T2_Ghost,cost_deviation_by_category,1.0,3,Sekancing Ilir
1508052006,14,Unclassified,avg_completion,1.0,3,Pasar Lubuk Landai
1508052007,12,Unclassified,activity_category,1.0,3,Sungai Gambir
1508052009,15,T2_Ghost,cost_deviation_by_category,1.0,3,Candi
1508052010,7,T5_ProcurementIrregularity,activity_category,1.0,3,Tanjung
1508052012,11,T2_Ghost,swakelola_high_value,1.0,3,Tanah Bekali
1508052017,14,T2_Ghost,swakelola_high_value,1.0,3,Pasar Rantau Embacang
1508052019,8,Unclassified,activity_category,1.0,3,Tenam
1508042005,5,Unclassified,avg_completion,1.0,3,Ujung Tanjung
1508042013,11,T5_ProcurementIrregularity,avg_completion,1.0,3,Talang Pamesun
1508042014,11,T5_ProcurementIrregularity,avg_completion,1.0,3,Baru Balai Panjang
1508042015,13,T5_ProcurementIrregularity,activity_category,1.0,3,Sirih Sekapur Perkembangan
1508052001,6,T2_Ghost,activity_category,1.0,3,Teluk Pandak
1508052003,5,T5_ProcurementIrregularity,activity_category,1.0,3,Empelu
1508022005,5,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Lubuk Kayu Aro
1508042002,7,T2_Ghost,activity_category,1.0,3,Rantau Ikil
1508042003,7,Unclassified,cost_deviation_by_category,1.0,3,Pulau Jelmu
1508042004,4,Unclassified,activity_category,1.0,3,Sirih Sekapur
1508012006,6,T2_Ghost,cost_deviation_by_category,1.0,3,Tebing Tinggi Uleh
1508012008,12,Unclassified,cost_per_unit,1.0,3,Panjang
1508012009,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Perenti Luweh
1508012015,11,T2_Ghost,swakelola_high_value,1.0,3,Renah Jelmu
1508012016,10,T2_Ghost,cost_deviation_by_category,1.0,3,Koto Jayo
1508022001,8,T5_ProcurementIrregularity,activity_category,1.0,3,Rantau Duku
1503052016,6,T2_Ghost,cost_deviation_by_category,1.0,3,Pematang Kulim
1503052017,6,T2_Ghost,cost_deviation_by_category,1.0,3,Batu Putih
1503062001,4,T2_Ghost,avg_completion,1.0,3,Mandiangin
1503052002,4,T5_ProcurementIrregularity,activity_category,1.0,3,Pelawan
1503052005,5,T2_Ghost,cost_deviation_by_category,1.0,3,Lubuk Sepuh
1503032024,5,T2_Ghost,swakelola_high_value,1.0,3,Baru
1503032028,3,T2_Ghost,avg_completion,1.0,3,Bernai Dalam
1503042002,5,T2_Ghost,cost_deviation_by_category,1.0,3,Karang Mendapo
1503042006,5,T2_Ghost,activity_category,1.0,3,Semaran
1503022022,4,T2_Ghost,avg_completion,1.0,3,Muara Limun
1503032013,5,T2_Ghost,swakelola_high_value,1.0,3,Lidung
1507112006,3,T2_Ghost,activity_category,1.0,3,Telaga Limo
1508012001,3,Unclassified,activity_category,1.0,2,Pedukun
1508012002,15,Unclassified,cost_deviation_by_category,1.0,3,Lubuk Niur
1508012003,10,T2_Ghost,cost_deviation_by_category,1.0,3,Teluk Kecimbung
1508012004,7,Unclassified,activity_category,1.0,3,Tanah Tumbuh
1508012005,4,T2_Ghost,swakelola_high_value,1.0,3,Rambah
1507102004,4,T5_ProcurementIrregularity,activity_category,1.0,3,Pandan Makmur
1507102005,4,T2_Ghost,cost_per_unit,1.0,3,Pandan Lagan
1507102006,6,T2_Ghost,cost_per_unit,1.0,3,Suka Maju
1507102008,4,T2_Ghost,activity_category,1.0,3,Rantau Karya
1507102009,8,T2_Ghost,activity_category,1.0,3,Pandan Sejahtera
1507112003,5,T2_Ghost,activity_category,1.0,3,Rantau Makmur
1507082006,6,T2_Ghost,avg_completion,1.0,3,Manunggal Makmur
1507092002,6,T2_Ghost,cost_per_unit,1.0,3,Pematang Rahim
1507092003,12,T2_Ghost,activity_category,1.0,3,Sungai Toman
1507092006,7,T2_Ghost,activity_category,1.0,3,Sungai Beras
1507062004,6,T2_Ghost,cost_deviation_by_category,1.0,3,Kota Kandis Dendang
1507062005,9,T2_Ghost,cost_per_unit,1.0,3,Koto Kandis
1507062007,11,T2_Ghost,cost_per_unit,1.0,3,Sido Mukti
1507062008,5,T2_Ghost,avg_completion,1.0,3,Catur Rahayu
1507082003,7,T2_Ghost,activity_category,1.0,3,Teluk Majelis
1507082004,5,T2_Ghost,cost_per_unit,1.0,3,Kuala Lagan
1503092003,7,T2_Ghost,activity_category,1.0,3,Sungaigedang
1503082003,4,T2_Ghost,activity_category,1.0,3,Pulau Lintang
1503082006,5,T2_Ghost,cost_per_unit,1.0,3,Teluk Kecimbung
1503082008,3,T2_Ghost,avg_completion,1.0,3,Batu Penyabung
1503072004,6,T2_Ghost,cost_per_unit,1.0,3,Semurung
1503072006,6,T2_Ghost,avg_completion,1.0,3,Pematang Kabau
1503072008,4,T2_Ghost,activity_category,1.0,3,Mentawak Baru
1503062007,5,T2_Ghost,activity_category,1.0,3,Rangkiling
1503062012,3,T2_Ghost,avg_completion,1.0,3,Simpang Kertopati
1503062013,4,T2_Ghost,cost_per_unit,1.0,3,Bukitperanginan
1503062028,6,T2_Ghost,activity_category,1.0,3,Talang Serdang
1507042016,11,T2_Ghost,cost_deviation_by_category,1.0,3,Tri Mulyo
1507052001,5,T2_Ghost,activity_category,1.0,3,Sungai Sayang
1507052008,4,T2_Ghost,cost_deviation_by_category,1.0,3,Remau Baku Tuo
1507062003,6,T2_Ghost,activity_category,1.0,3,Kuala Dendang
1507032018,5,T2_Ghost,activity_category,1.0,3,Pangkal Duri Ilir
1507042008,7,T2_Ghost,activity_category,1.0,3,Bangun Karya
1507042009,5,T2_Ghost,activity_category,1.0,3,Rantau Jaya
1507042011,5,T5_ProcurementIrregularity,avg_completion,1.0,3,Sungai Dusun
1507022010,3,T2_Ghost,cost_deviation_by_category,1.0,3,Bunga Tanjung
1507032007,6,T2_Ghost,cost_per_unit,1.0,3,Lagan Ilir
1507032017,16,T2_Ghost,cost_per_unit,1.0,3,Merbau
1507012017,13,T2_Ghost,cost_deviation_by_category,1.0,3,Kota Harapan
1507012018,5,T2_Ghost,cost_per_unit,1.0,3,Kuala Simbur
1507022003,3,T2_Ghost,activity_category,1.0,3,Simpang Jelita
1507022007,3,T2_Ghost,activity_category,1.0,3,Pemusiran
1504012014,10,T2_Ghost,avg_completion,1.0,3,Tapah Sari
1504012015,7,T2_Ghost,cost_per_unit,1.0,3,Bukit Kemuning
1504012016,7,T2_Ghost,cost_deviation_by_category,1.0,3,Simpang Rantau Gedang
1504012017,11,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjung Putra
1504022003,10,T2_Ghost,activity_category,1.0,3,Jebak
1504022004,7,T1_Markup,swakelola_high_value,1.0,3,Ampelu
1504022006,6,T2_Ghost,cost_per_unit,1.0,3,Rantau Kapas Mudo
1504012006,13,T2_Ghost,cost_per_unit,1.0,3,Mersam
1504012007,8,T5_ProcurementIrregularity,avg_completion,1.0,3,Benteng Rendah
1504012008,11,T2_Ghost,activity_category,1.0,3,Sungai Puar
1504012009,10,T2_Ghost,cost_deviation_by_category,1.0,3,Rantau Gedang
1504012010,7,T2_Ghost,swakelola_high_value,1.0,3,Pematang Gadung
1504012011,10,T2_Ghost,activity_category,1.0,3,Teluk Melintang
1504012012,8,Unclassified,cost_deviation_by_category,1.0,3,Bukit Harapan
1503102006,6,T2_Ghost,cost_deviation_by_category,1.0,3,Pemuncak
1504012002,12,T2_Ghost,cost_per_unit,1.0,3,Sengkati Kecil
1504012004,11,Unclassified,cost_deviation_by_category,1.0,3,Sengkati Baru
1504012005,14,T2_Ghost,avg_completion,1.0,3,Kembang Tanjung
1503092008,5,T2_Ghost,activity_category,1.0,3,Siliwangi
1503092011,6,T2_Ghost,avg_completion,1.0,3,Bukit Bumi Raya
1503102005,3,T2_Ghost,cost_deviation_by_category,1.0,3,Lubuk Resam Hilir
1506132009,3,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Sungsang
1507012001,5,T2_Ghost,activity_category,1.0,3,Alang-Alang
1507012002,8,T2_Ghost,cost_per_unit,1.0,3,Lambur
1507012012,5,T2_Ghost,activity_category,1.0,3,Lambur II
1507012014,4,T5_ProcurementIrregularity,activity_category,1.0,3,Kota Raja
1507012016,6,T2_Ghost,avg_completion,1.0,3,Sungai Ular
1506122008,7,T2_Ghost,swakelola_high_value,1.0,3,Sungaidungun
1506132004,4,Unclassified,avg_completion,1.0,3,Sungairambai
1506132008,4,T2_Ghost,avg_completion,1.0,3,Sungailandak
1506112005,8,T2_Ghost,avg_completion,1.0,3,Bram Itam Raya
1506112007,3,T5_ProcurementIrregularity,activity_category,1.0,3,Jati Emas
1506122002,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungaidualap
1506082005,4,T7_CrossCatDump,activity_category,1.0,3,Cinta Damai
1506092002,6,T2_Ghost,cost_deviation_by_category,1.0,3,Dusun Mudo
1506102002,3,T2_Ghost,activity_category,1.0,3,Tungkal IV Desa
1504042002,7,T2_Ghost,cost_deviation_by_category,1.0,3,Olak Besar
1504042005,7,T5_ProcurementIrregularity,activity_category,1.0,3,Paku Aji
1504042009,11,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Koto Boyo
1504042010,7,T2_Ghost,activity_category,1.0,3,Simpang Karmeo
1504032015,6,T2_Ghost,activity_category,1.0,3,Sungai Baung
1504032018,7,T2_Ghost,cost_per_unit,1.0,3,Tenam
1504042001,11,T5_ProcurementIrregularity,activity_category,1.0,3,Jelutih
1504032006,7,T2_Ghost,cost_deviation_by_category,1.0,3,Pasar Terusan
1504032007,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Simpang Terusan
1504032008,7,T2_Ghost,activity_category,1.0,3,Malapari
1504032009,4,T2_Ghost,activity_category,1.0,3,Napal Sisik
1504032011,9,T2_Ghost,avg_completion,1.0,3,Olak
1504032012,9,T5_ProcurementIrregularity,avg_completion,1.0,3,Muaro Singoan
1504032013,6,T2_Ghost,avg_completion,1.0,3,Aro
1504032014,10,T2_Ghost,activity_category,1.0,3,Rantau Puri
1504022007,6,T7_CrossCatDump,activity_category,1.0,3,Rantau Kapas Tuo
1504022008,7,T5_ProcurementIrregularity,activity_category,1.0,3,Sungai Pulai
1504022009,5,T2_Ghost,activity_category,1.0,3,Pulau
1504022010,9,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Tanjung Marwo
1504022013,10,T2_Ghost,cost_deviation_by_category,1.0,3,Pelayangan
1504022015,7,Unclassified,cost_deviation_by_category,1.0,3,Pematang Lima Suku
1504062002,11,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Peninjauan
1504062003,7,T2_Ghost,cost_deviation_by_category,1.0,3,Teluk Leban
1504062004,7,T2_Ghost,activity_category,1.0,3,Kampung Baru
1504062005,7,T2_Ghost,cost_deviation_by_category,1.0,3,Rengas IX
1504062006,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Kembang Seri
1504062007,8,T2_Ghost,cost_per_unit,1.0,3,Buluh Kasab
1504062009,5,T2_Ghost,avg_completion,1.0,3,Olak Kemang
1504062010,10,T2_Ghost,cost_deviation_by_category,1.0,3,Padang Kelapo
1504052012,5,T5_ProcurementIrregularity,activity_category,1.0,3,Teluk
1504052015,5,T2_Ghost,activity_category,1.0,3,Simpang Kubu Kandang
1504052016,6,T2_Ghost,activity_category,1.0,3,Awin
1504052017,9,T2_Ghost,cost_deviation_by_category,1.0,3,Olak Rambahan
1504052019,8,Unclassified,cost_deviation_by_category,1.0,3,Teluk Ketapang
1504052020,8,T2_Ghost,cost_deviation_by_category,1.0,3,Kampung Pulau
1504062001,11,T2_Ghost,activity_category,1.0,3,Batu Sawar
1504052004,12,T2_Ghost,activity_category,1.0,3,Lubuk Ruso
1504052005,5,T2_Ghost,avg_completion,1.0,3,Kuap
1504052006,5,Unclassified,cost_per_unit,1.0,3,Senaning
1504052007,4,T2_Ghost,activity_category,1.0,3,Kubu Kandang
1504052008,9,T2_Ghost,avg_completion,1.0,3,Ture
1504052009,7,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Pulau Betung
1504052010,5,T2_Ghost,cost_deviation_by_category,1.0,3,Lopak Aur
1504052011,5,T5_ProcurementIrregularity,avg_completion,1.0,3,Selat
1504042011,10,T2_Ghost,cost_deviation_by_category,1.0,3,Karmeo
1504042013,4,T2_Ghost,activity_category,1.0,3,Jangga Baru
1504042015,10,T2_Ghost,cost_deviation_by_category,1.0,3,Bulian Baru
1504042016,7,T2_Ghost,swakelola_high_value,1.0,3,Simpang Jelutih
1504042017,10,T2_Ghost,activity_category,1.0,3,Simpang Aur Gading
1504052001,9,T2_Ghost,activity_category,1.0,3,Tebing Tinggi
1504052003,11,T5_ProcurementIrregularity,avg_completion,1.0,3,Serasah
1506062008,7,T2_Ghost,cost_deviation_by_category,1.0,3,Sungaikeruh
1506062009,4,T2_Ghost,cost_deviation_by_category,1.0,3,Dataran Kempas
1506072008,4,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Sungaipenoban
1506072010,4,T2_Ghost,activity_category,1.0,3,Lubuk Lawas
1506082002,5,T2_Ghost,cost_deviation_by_category,1.0,3,Pulaupauh
1506052020,3,T2_Ghost,avg_completion,1.0,3,Merlung
1506062003,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Suka Damai
1506062005,4,T5_ProcurementIrregularity,activity_category,1.0,3,Kelagian
1506062007,5,T2_Ghost,activity_category,1.0,3,Talang Makmur
1506042013,5,T2_Ghost,swakelola_high_value,1.0,3,Muntialo
1506042014,4,T2_Ghost,activity_category,1.0,3,Telukkulbi
1506042017,5,T2_Ghost,cost_per_unit,1.0,3,Mandala Jaya
1506052008,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Tanjungpaku
1506052014,5,T2_Ghost,avg_completion,1.0,3,Adi Purwa
1506032020,4,T2_Ghost,activity_category,1.0,3,Pasar Senin
1506042001,4,T5_ProcurementIrregularity,avg_completion,1.0,3,Pematang Lumut
1506042009,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Serdang Jaya
1506042010,7,T2_Ghost,cost_per_unit,1.0,3,Terjun Gajah
1506042011,7,T2_Ghost,activity_category,1.0,3,Lubuk Terentang
1505012005,17,T2_Ghost,activity_category,1.0,3,Muaro Pijoan
1505012010,7,Unclassified,cost_deviation_by_category,1.0,3,Mendalo Laut
1505012012,3,T2_Ghost,cost_deviation_by_category,1.0,3,Senaung
1505012014,7,T2_Ghost,cost_deviation_by_category,1.0,3,Simpang Sungai Duren
1504082002,14,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Tidar Kuranji
1504082004,5,T5_ProcurementIrregularity,activity_category,1.0,3,Bukit Sari
1504082005,7,T1_Markup,avg_completion,1.0,3,Karya Mukti
1504082007,11,T2_Ghost,activity_category,1.0,3,Danau Embat
1505012004,10,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Pematang Jering
1504072003,7,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Ladang Peris
1504072005,7,T1_Markup,cost_deviation_by_category,1.0,3,Penerokan
1504072007,11,T2_Ghost,cost_deviation_by_category,1.0,3,Batin
1504072008,6,T1_Markup,avg_completion,1.0,3,Mekar Jaya
1504072009,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Sungkai
1504072010,10,T2_Ghost,swakelola_high_value,1.0,3,Mekar Sari Nes
1504082001,7,T2_Ghost,activity_category,1.0,3,Bulian Jaya
1504062011,10,T1_Markup,activity_category,1.0,3,Sungai Lingkar
1504062012,6,T5_ProcurementIrregularity,avg_completion,1.0,3,Sungai Ruan Ulu
1504062013,11,T2_Ghost,cost_deviation_by_category,1.0,3,Sungai Ruan Ilir
1504062015,7,T2_Ghost,activity_category,1.0,3,Rawa Mekar
1504062016,9,Unclassified,cost_per_unit,1.0,3,Mekar Sari
1504062017,9,T2_Ghost,cost_deviation_by_category,1.0,3,Kembang Seri Baru
1504072001,7,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Bungku
1504072002,9,T5_ProcurementIrregularity,cost_per_unit,1.0,3,Pompa Air
1505032013,7,T2_Ghost,avg_completion,1.0,3,Rantau Panjang
1505032014,4,T2_Ghost,cost_per_unit,1.0,3,Londerang
1505032016,4,T2_Ghost,activity_category,1.0,3,Petanang
1505022011,8,Unclassified,cost_deviation_by_category,1.0,3,Gerunggung
1505022012,7,T2_Ghost,cost_deviation_by_category,1.0,3,Tunas Baru
1505022013,7,T1_Markup,cost_deviation_by_category,1.0,3,Bukit Baling
1505022014,14,T2_Ghost,avg_completion,1.0,3,Tanjung Lanjut
1505022015,6,T5_ProcurementIrregularity,activity_category,1.0,3,Suko Awin Jaya
1505022016,11,T2_Ghost,cost_deviation_by_category,1.0,3,Tunas Mudo
1505032001,4,T2_Ghost,cost_deviation_by_category,1.0,3,Puding
1505022003,10,T2_Ghost,cost_per_unit,1.0,3,Pulau Kayu Aro
1505022004,8,T2_Ghost,swakelola_high_value,1.0,3,Pematang Pulai
1505022006,7,T2_Ghost,cost_deviation_by_category,1.0,3,Kedotan
1505022007,6,T2_Ghost,avg_completion,1.0,3,Keranggan
1505022008,7,Unclassified,cost_deviation_by_category,1.0,3,Berembang
1505012015,7,T2_Ghost,cost_deviation_by_category,1.0,3,Kedemangan
1505012017,15,T2_Ghost,activity_category,1.0,3,Maro Sebo
1505012020,4,Unclassified,activity_category,1.0,3,Simpang Limo
1505012022,6,T2_Ghost,avg_completion,1.0,3,Pematang Gajah
1505022001,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Suak Putat
1506032006,5,T2_Ghost,activity_category,1.0,3,Parit Pudin
1506032013,3,T2_Ghost,avg_completion,1.0,3,Parit Sidang
1505112007,6,T2_Ghost,cost_deviation_by_category,1.0,3,Sekumbung
1505112008,5,T2_Ghost,cost_deviation_by_category,1.0,3,Kemingking Luar
1506012002,6,T2_Ghost,avg_completion,1.0,3,Tanjungtayas
1506012017,4,T2_Ghost,activity_category,1.0,3,Brasau
1505102006,8,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjung Mulia
1505102009,5,Unclassified,activity_category,1.0,3,Tanjung Sari
1505112001,3,T5_ProcurementIrregularity,avg_completion,1.0,3,Kunangan
1505092010,4,Unclassified,cost_deviation_by_category,1.0,3,Sungai Dayo
1505102002,7,T2_Ghost,cost_deviation_by_category,1.0,3,Tri Jaya
1505102003,6,T2_Ghost,avg_completion,1.0,3,Mekar Jaya
1505102004,6,Unclassified,cost_deviation_by_category,1.0,3,Ujung Tanjung
1505062005,8,T2_Ghost,cost_per_unit,1.0,3,Kasang Pudak
1505062010,6,T2_Ghost,cost_deviation_by_category,1.0,3,Lopak Alai
1505062012,5,T2_Ghost,cost_deviation_by_category,1.0,3,Ramin
1505062014,5,Unclassified,cost_deviation_by_category,1.0,3,Pemunduran
1505052012,4,T2_Ghost,cost_per_unit,1.0,3,Nyogan
1505052015,5,T2_Ghost,cost_deviation_by_category,1.0,3,Suka Damai
1505052018,7,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjung Pauh Talang Pelita
1505042018,4,T2_Ghost,activity_category,1.0,3,Danau Kedap
1505042019,8,Unclassified,avg_completion,1.0,3,Mudung Darat
1505032017,5,Unclassified,cost_deviation_by_category,1.0,3,Mekar Sari
1505032019,5,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Maju Jaya
1505042001,4,Unclassified,cost_per_unit,1.0,3,Setiris
1505042005,5,T2_Ghost,cost_deviation_by_category,1.0,3,Baru
1505042006,4,T2_Ghost,cost_deviation_by_category,1.0,3,Danau Lamo
1505082012,6,Unclassified,cost_deviation_by_category,1.0,3,Trimulya Jaya
1505082006,5,T2_Ghost,activity_category,1.0,3,Tangkit Baru
1505082007,10,Unclassified,cost_deviation_by_category,1.0,3,Sungai Gelam
1505082010,4,T2_Ghost,cost_deviation_by_category,1.0,3,Sumber Agung
1505082011,8,T2_Ghost,activity_category,1.0,3,Mingkung Jaya
1505072013,5,Unclassified,cost_deviation_by_category,1.0,3,Berkah
1505072025,7,T5_ProcurementIrregularity,activity_category,1.0,3,Mekar Sari Makmur
1505072034,6,T2_Ghost,avg_completion,1.0,3,Panca Bakti
1505082001,6,T2_Ghost,activity_category,1.0,3,Kebon IX
1505082002,5,T5_ProcurementIrregularity,activity_category,1.0,3,Talang Belido
1505062017,9,T2_Ghost,cost_deviation_by_category,1.0,3,Sumber Jaya
1505062024,5,Unclassified,cost_deviation_by_category,1.0,3,Kasang Kota Karang
1572062006,11,T2_Ghost,cost_deviation_by_category,1.0,3,Karya Bakti
1572062007,5,T2_Ghost,activity_category,1.0,3,Koto Lebu
1572072001,6,T5_ProcurementIrregularity,activity_category,1.0,3,Koto Baru
1572072002,3,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Koto Limau Manis
1501022007,6,T2_Ghost,cost_deviation_by_category,1.0,3,Tanjungtanah
1572052007,5,T5_ProcurementIrregularity,swakelola_high_value,1.0,3,Renah Kayu Embun
1572052009,4,T2_Ghost,swakelola_high_value,1.0,3,Muara Jaya
1572062001,9,T2_Ghost,activity_category,1.0,3,Sungai Jernih
1572062002,7,T5_ProcurementIrregularity,avg_completion,1.0,3,Aur Duri
1572062004,4,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Permanti
1572042008,12,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Koto Tengah
1572042010,5,T2_Ghost,activity_category,1.0,3,Koto Padang
1572042011,8,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Tanjung Karang
1572042012,12,Unclassified,avg_completion,1.0,3,Kt. Baru Tanah Kampung
1572032013,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Cempaka
1572042001,5,T2_Ghost,activity_category,1.0,3,Baru Debai
1572042002,7,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Pendung Hiang
1572042003,4,T2_Ghost,swakelola_high_value,1.0,3,Koto Pudung
1572042004,6,T2_Ghost,swakelola_high_value,1.0,3,Koto Dumo
1501052018,6,T2_Ghost,cost_per_unit,1.0,3,Pendung Mudik
1501052029,8,T2_Ghost,cost_per_unit,1.0,3,Koto Majidin Mudik
1501052035,10,T2_Ghost,activity_category,1.0,3,Muara Semerah Mudik
1501052036,6,T7_CrossCatDump,avg_completion,1.0,3,Sawahan Koto Majidin
1501052037,11,T2_Ghost,cost_per_unit,1.0,3,Sawahan Jaya
1501052038,5,T2_Ghost,cost_deviation_by_category,1.0,3,Koto Majidin Di Air
1501052039,7,T2_Ghost,cost_deviation_by_category,1.0,3,Pendung Tengah
1501052002,7,T2_Ghost,cost_deviation_by_category,1.0,3,Baru Semurup
1501052004,5,T2_Ghost,cost_per_unit,1.0,3,Koto Dua Lama
1501052012,9,T2_Ghost,avg_completion,1.0,3,Koto Di  Air
1501052014,11,T2_Ghost,cost_per_unit,1.0,3,Balai
1501052016,7,T2_Ghost,activity_category,1.0,3,Pendung Hilir
1501042013,10,T2_Ghost,avg_completion,1.0,3,Koto Baru Hiang
1501042014,7,T2_Ghost,cost_per_unit,1.0,3,Betung Kuning
1501042028,5,T2_Ghost,cost_deviation_by_category,1.0,3,Hiang Karya
1501042029,9,T2_Ghost,activity_category,1.0,3,Hiang Lestari
1501042031,6,T5_ProcurementIrregularity,cost_deviation_by_category,1.0,3,Hiang Sakti
1501042033,7,T2_Ghost,cost_per_unit,1.0,3,Koto Sekilan Ambai
1501022016,8,T2_Ghost,cost_per_unit,1.0,3,Pasar Sore Seleman
1501042008,6,T2_Ghost,cost_deviation_by_category,1.0,3,Hiang Tinggi
1501042010,6,T2_Ghost,activity_category,1.0,3,Tanjungmudo
1501042011,3,Unclassified,cost_deviation_by_category,1.0,3,Pendung Tengah
1501042012,3,T2_Ghost,cost_deviation_by_category,1.0,3,Pendung Hilir
1501012005,3,T2_Ghost,cost_per_unit,0.6667,2,Masgo
1501022008,6,T5_ProcurementIrregularity,activity_category,0.6667,2,Koto Tengah
1501022014,3,T5_ProcurementIrregularity,avg_completion,0.6667,2,Talang Kemulun
1501042009,3,T2_Ghost,cost_per_unit,0.6667,2,Ambai Atas
1501042026,3,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Ambai Bawah
1501042030,3,T2_Ghost,activity_category,0.6667,2,Angkasa Pura
1501042034,4,T2_Ghost,cost_per_unit,0.6667,2,Penawar Tinggi
1501052013,9,T2_Ghost,cost_deviation_by_category,0.6667,2,Pasar Semurup
1501052015,6,T2_Ghost,activity_category,0.6667,2,Koto Majidin Hilir
1501052024,5,T2_Ghost,cost_deviation_by_category,0.6667,2,Muara Semerah
1572042005,4,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Sembilan
1572042006,10,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Koto Tuo
1572042007,3,Unclassified,avg_completion,0.6667,2,Koto Panap
1572042009,13,Unclassified,avg_completion,0.6667,2,Tanjung Bunga
1572042013,9,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Mekar Jaya
1572052001,4,T5_ProcurementIrregularity,activity_category,0.6667,2,Kumun Hilir
1572052004,5,T5_ProcurementIrregularity,activity_category,0.6667,2,Sandaran Galeh
