Kode_Desa,years_flagged,n_years,persistence_score,priority_tier,Nama_Desa
1502222003,3,3,1.0,Tier 1 – High Priority,Mensango
1502222004,3,3,1.0,Tier 1 – High Priority,Koto Baru
1502222005,3,3,1.0,Tier 1 – High Priority,Sido Harjo
1502202002,3,3,1.0,Tier 1 – High Priority,Tanjung Benuang
1502202004,3,3,1.0,Tier 1 – High Priority,Selango
1502212001,3,3,1.0,Tier 1 – High Priority,Tanjung Rejo
1502212002,3,3,1.0,Tier 1 – High Priority,Sumber Agung
1502212003,3,3,1.0,Tier 1 – High Priority,Suko Rejo
1502212004,3,3,1.0,Tier 1 – High Priority,Sido Rukun
1507082006,3,3,1.0,Tier 1 – High Priority,Manunggal Makmur
1507092002,3,3,1.0,Tier 1 – High Priority,Pematang Rahim
1507092003,3,3,1.0,Tier 1 – High Priority,Sungai Toman
1507092006,3,3,1.0,Tier 1 – High Priority,Sungai Beras
1507062003,3,3,1.0,Tier 1 – High Priority,Kuala Dendang
1507062004,3,3,1.0,Tier 1 – High Priority,Kota Kandis Dendang
1507062005,3,3,1.0,Tier 1 – High Priority,Koto Kandis
1507062007,3,3,1.0,Tier 1 – High Priority,Sido Mukti
1507062008,3,3,1.0,Tier 1 – High Priority,Catur Rahayu
1507082003,3,3,1.0,Tier 1 – High Priority,Teluk Majelis
1507082004,3,3,1.0,Tier 1 – High Priority,Kuala Lagan
1507052001,3,3,1.0,Tier 1 – High Priority,Sungai Sayang
1507052008,3,3,1.0,Tier 1 – High Priority,Remau Baku Tuo
1507042008,3,3,1.0,Tier 1 – High Priority,Bangun Karya
1507042009,3,3,1.0,Tier 1 – High Priority,Rantau Jaya
1507042011,3,3,1.0,Tier 1 – High Priority,Sungai Dusun
1507042016,3,3,1.0,Tier 1 – High Priority,Tri Mulyo
1503022005,3,3,1.0,Tier 1 – High Priority,Pulau Pandan
1503022007,3,3,1.0,Tier 1 – High Priority,Ranggo
1503022008,3,3,1.0,Tier 1 – High Priority,Panca Karya
1503012015,3,3,1.0,Tier 1 – High Priority,Sungai Bemban
1503012017,3,3,1.0,Tier 1 – High Priority,Sungai Baung
1503012020,3,3,1.0,Tier 1 – High Priority,Kasiro Hilir
1503012009,3,3,1.0,Tier 1 – High Priority,Muaro Pemuat
1502242005,3,3,1.0,Tier 1 – High Priority,Rantau Limau Kapas
1502242006,3,3,1.0,Tier 1 – High Priority,Baru Sungai Sakai
1503012002,3,3,1.0,Tier 1 – High Priority,Sungai Keradak
1503012004,3,3,1.0,Tier 1 – High Priority,Simpang Narso
1507032007,3,3,1.0,Tier 1 – High Priority,Lagan Ilir
1507032017,3,3,1.0,Tier 1 – High Priority,Merbau
1507032018,3,3,1.0,Tier 1 – High Priority,Pangkal Duri Ilir
1507022007,3,3,1.0,Tier 1 – High Priority,Pemusiran
1507022010,3,3,1.0,Tier 1 – High Priority,Bunga Tanjung
1507012012,3,3,1.0,Tier 1 – High Priority,Lambur II
1507012014,3,3,1.0,Tier 1 – High Priority,Kota Raja
1507012016,3,3,1.0,Tier 1 – High Priority,Sungai Ular
1507012017,3,3,1.0,Tier 1 – High Priority,Kota Harapan
1507012018,3,3,1.0,Tier 1 – High Priority,Kuala Simbur
1507022003,3,3,1.0,Tier 1 – High Priority,Simpang Jelita
1506132008,3,3,1.0,Tier 1 – High Priority,Sungailandak
1506132009,3,3,1.0,Tier 1 – High Priority,Sungsang
1507012001,3,3,1.0,Tier 1 – High Priority,Alang-Alang
1507012002,3,3,1.0,Tier 1 – High Priority,Lambur
1503042006,3,3,1.0,Tier 1 – High Priority,Semaran
1503032024,3,3,1.0,Tier 1 – High Priority,Baru
1503032028,3,3,1.0,Tier 1 – High Priority,Bernai Dalam
1503042002,3,3,1.0,Tier 1 – High Priority,Karang Mendapo
1503022022,3,3,1.0,Tier 1 – High Priority,Muara Limun
1503032013,3,3,1.0,Tier 1 – High Priority,Lidung
1503022021,3,3,1.0,Tier 1 – High Priority,Temalang
1506122008,3,3,1.0,Tier 1 – High Priority,Sungaidungun
1506132004,3,3,1.0,Tier 1 – High Priority,Sungairambai
1506122002,3,3,1.0,Tier 1 – High Priority,Sungaidualap
1506112005,3,3,1.0,Tier 1 – High Priority,Bram Itam Raya
1506112007,3,3,1.0,Tier 1 – High Priority,Jati Emas
1506102002,3,3,1.0,Tier 1 – High Priority,Tungkal IV Desa
1506092002,3,3,1.0,Tier 1 – High Priority,Dusun Mudo
1506082002,3,3,1.0,Tier 1 – High Priority,Pulaupauh
1506082005,3,3,1.0,Tier 1 – High Priority,Cinta Damai
1506072008,3,3,1.0,Tier 1 – High Priority,Sungaipenoban
1506072010,3,3,1.0,Tier 1 – High Priority,Lubuk Lawas
1506062005,3,3,1.0,Tier 1 – High Priority,Kelagian
1506062007,3,3,1.0,Tier 1 – High Priority,Talang Makmur
1506062008,3,3,1.0,Tier 1 – High Priority,Sungaikeruh
1506062009,3,3,1.0,Tier 1 – High Priority,Dataran Kempas
1506052014,3,3,1.0,Tier 1 – High Priority,Adi Purwa
1506052020,3,3,1.0,Tier 1 – High Priority,Merlung
1506062003,3,3,1.0,Tier 1 – High Priority,Suka Damai
1506042014,3,3,1.0,Tier 1 – High Priority,Telukkulbi
1506042017,3,3,1.0,Tier 1 – High Priority,Mandala Jaya
1506052008,3,3,1.0,Tier 1 – High Priority,Tanjungpaku
1506032020,3,3,1.0,Tier 1 – High Priority,Pasar Senin
1506042001,3,3,1.0,Tier 1 – High Priority,Pematang Lumut
1506042009,3,3,1.0,Tier 1 – High Priority,Serdang Jaya
1506042010,3,3,1.0,Tier 1 – High Priority,Terjun Gajah
1506042011,3,3,1.0,Tier 1 – High Priority,Lubuk Terentang
1506042013,3,3,1.0,Tier 1 – High Priority,Muntialo
1506032013,3,3,1.0,Tier 1 – High Priority,Parit Sidang
1503062012,3,3,1.0,Tier 1 – High Priority,Simpang Kertopati
1503062013,3,3,1.0,Tier 1 – High Priority,Bukitperanginan
1503062007,3,3,1.0,Tier 1 – High Priority,Rangkiling
1503052016,3,3,1.0,Tier 1 – High Priority,Pematang Kulim
1503052017,3,3,1.0,Tier 1 – High Priority,Batu Putih
1503062001,3,3,1.0,Tier 1 – High Priority,Mandiangin
1503052002,3,3,1.0,Tier 1 – High Priority,Pelawan
1503052005,3,3,1.0,Tier 1 – High Priority,Lubuk Sepuh
1506032006,3,3,1.0,Tier 1 – High Priority,Parit Pudin
1506012002,3,3,1.0,Tier 1 – High Priority,Tanjungtayas
1506012017,3,3,1.0,Tier 1 – High Priority,Brasau
1505112001,3,3,1.0,Tier 1 – High Priority,Kunangan
1505112007,3,3,1.0,Tier 1 – High Priority,Sekumbung
1505112008,3,3,1.0,Tier 1 – High Priority,Kemingking Luar
1505102003,3,3,1.0,Tier 1 – High Priority,Mekar Jaya
1505102004,3,3,1.0,Tier 1 – High Priority,Ujung Tanjung
1505102006,3,3,1.0,Tier 1 – High Priority,Tanjung Mulia
1505102009,3,3,1.0,Tier 1 – High Priority,Tanjung Sari
1505092010,3,3,1.0,Tier 1 – High Priority,Sungai Dayo
1505102002,3,3,1.0,Tier 1 – High Priority,Tri Jaya
1505082006,3,3,1.0,Tier 1 – High Priority,Tangkit Baru
1505082007,3,3,1.0,Tier 1 – High Priority,Sungai Gelam
1505082010,3,3,1.0,Tier 1 – High Priority,Sumber Agung
1505082011,3,3,1.0,Tier 1 – High Priority,Mingkung Jaya
1505082012,3,3,1.0,Tier 1 – High Priority,Trimulya Jaya
1505072025,3,3,1.0,Tier 1 – High Priority,Mekar Sari Makmur
1505072034,3,3,1.0,Tier 1 – High Priority,Panca Bakti
1505082001,3,3,1.0,Tier 1 – High Priority,Kebon IX
1505082002,3,3,1.0,Tier 1 – High Priority,Talang Belido
1503092003,3,3,1.0,Tier 1 – High Priority,Sungaigedang
1503092008,3,3,1.0,Tier 1 – High Priority,Siliwangi
1503082008,3,3,1.0,Tier 1 – High Priority,Batu Penyabung
1503072008,3,3,1.0,Tier 1 – High Priority,Mentawak Baru
1503082003,3,3,1.0,Tier 1 – High Priority,Pulau Lintang
1503082006,3,3,1.0,Tier 1 – High Priority,Teluk Kecimbung
1503062028,3,3,1.0,Tier 1 – High Priority,Talang Serdang
1503072004,3,3,1.0,Tier 1 – High Priority,Semurung
1503072006,3,3,1.0,Tier 1 – High Priority,Pematang Kabau
1505062024,3,3,1.0,Tier 1 – High Priority,Kasang Kota Karang
1505072013,3,3,1.0,Tier 1 – High Priority,Berkah
1505062012,3,3,1.0,Tier 1 – High Priority,Ramin
1505062014,3,3,1.0,Tier 1 – High Priority,Pemunduran
1505062017,3,3,1.0,Tier 1 – High Priority,Sumber Jaya
1505062005,3,3,1.0,Tier 1 – High Priority,Kasang Pudak
1505062010,3,3,1.0,Tier 1 – High Priority,Lopak Alai
1505052012,3,3,1.0,Tier 1 – High Priority,Nyogan
1505052015,3,3,1.0,Tier 1 – High Priority,Suka Damai
1505052018,3,3,1.0,Tier 1 – High Priority,Tanjung Pauh Talang Pelita
1505042005,3,3,1.0,Tier 1 – High Priority,Baru
1505042006,3,3,1.0,Tier 1 – High Priority,Danau Lamo
1505042018,3,3,1.0,Tier 1 – High Priority,Danau Kedap
1505042019,3,3,1.0,Tier 1 – High Priority,Mudung Darat
1505032013,3,3,1.0,Tier 1 – High Priority,Rantau Panjang
1505032014,3,3,1.0,Tier 1 – High Priority,Londerang
1505032016,3,3,1.0,Tier 1 – High Priority,Petanang
1505032017,3,3,1.0,Tier 1 – High Priority,Mekar Sari
1505032019,3,3,1.0,Tier 1 – High Priority,Maju Jaya
1505042001,3,3,1.0,Tier 1 – High Priority,Setiris
1505022011,3,3,1.0,Tier 1 – High Priority,Gerunggung
1505022012,3,3,1.0,Tier 1 – High Priority,Tunas Baru
1505022013,3,3,1.0,Tier 1 – High Priority,Bukit Baling
1505022014,3,3,1.0,Tier 1 – High Priority,Tanjung Lanjut
1505022015,3,3,1.0,Tier 1 – High Priority,Suko Awin Jaya
1505022016,3,3,1.0,Tier 1 – High Priority,Tunas Mudo
1505032001,3,3,1.0,Tier 1 – High Priority,Puding
1505022003,3,3,1.0,Tier 1 – High Priority,Pulau Kayu Aro
1505022004,3,3,1.0,Tier 1 – High Priority,Pematang Pulai
1505022006,3,3,1.0,Tier 1 – High Priority,Kedotan
1505022007,3,3,1.0,Tier 1 – High Priority,Keranggan
1505022008,3,3,1.0,Tier 1 – High Priority,Berembang
1505012015,3,3,1.0,Tier 1 – High Priority,Kedemangan
1505012017,3,3,1.0,Tier 1 – High Priority,Maro Sebo
1505012020,3,3,1.0,Tier 1 – High Priority,Simpang Limo
1505012022,3,3,1.0,Tier 1 – High Priority,Pematang Gajah
1505022001,3,3,1.0,Tier 1 – High Priority,Suak Putat
1505012010,3,3,1.0,Tier 1 – High Priority,Mendalo Laut
1505012012,3,3,1.0,Tier 1 – High Priority,Senaung
1505012014,3,3,1.0,Tier 1 – High Priority,Simpang Sungai Duren
1504012012,3,3,1.0,Tier 1 – High Priority,Bukit Harapan
1504012014,3,3,1.0,Tier 1 – High Priority,Tapah Sari
1504012015,3,3,1.0,Tier 1 – High Priority,Bukit Kemuning
1504012016,3,3,1.0,Tier 1 – High Priority,Simpang Rantau Gedang
1504012017,3,3,1.0,Tier 1 – High Priority,Tanjung Putra
1504022003,3,3,1.0,Tier 1 – High Priority,Jebak
1504012004,3,3,1.0,Tier 1 – High Priority,Sengkati Baru
1504012005,3,3,1.0,Tier 1 – High Priority,Kembang Tanjung
1504012006,3,3,1.0,Tier 1 – High Priority,Mersam
1504012007,3,3,1.0,Tier 1 – High Priority,Benteng Rendah
1504012008,3,3,1.0,Tier 1 – High Priority,Sungai Puar
1504012009,3,3,1.0,Tier 1 – High Priority,Rantau Gedang
1504012010,3,3,1.0,Tier 1 – High Priority,Pematang Gadung
1504012011,3,3,1.0,Tier 1 – High Priority,Teluk Melintang
1503102005,3,3,1.0,Tier 1 – High Priority,Lubuk Resam Hilir
1503102006,3,3,1.0,Tier 1 – High Priority,Pemuncak
1504012002,3,3,1.0,Tier 1 – High Priority,Sengkati Kecil
1503092011,3,3,1.0,Tier 1 – High Priority,Bukit Bumi Raya
1504042001,3,3,1.0,Tier 1 – High Priority,Jelutih
1504042002,3,3,1.0,Tier 1 – High Priority,Olak Besar
1504042005,3,3,1.0,Tier 1 – High Priority,Paku Aji
1504032011,3,3,1.0,Tier 1 – High Priority,Olak
1504032012,3,3,1.0,Tier 1 – High Priority,Muaro Singoan
1504032013,3,3,1.0,Tier 1 – High Priority,Aro
1504032014,3,3,1.0,Tier 1 – High Priority,Rantau Puri
1504032015,3,3,1.0,Tier 1 – High Priority,Sungai Baung
1504032018,3,3,1.0,Tier 1 – High Priority,Tenam
1504022013,3,3,1.0,Tier 1 – High Priority,Pelayangan
1504022015,3,3,1.0,Tier 1 – High Priority,Pematang Lima Suku
1504032006,3,3,1.0,Tier 1 – High Priority,Pasar Terusan
1504032007,3,3,1.0,Tier 1 – High Priority,Simpang Terusan
1504032008,3,3,1.0,Tier 1 – High Priority,Malapari
1504032009,3,3,1.0,Tier 1 – High Priority,Napal Sisik
1504022004,3,3,1.0,Tier 1 – High Priority,Ampelu
1504022006,3,3,1.0,Tier 1 – High Priority,Rantau Kapas Mudo
1504022007,3,3,1.0,Tier 1 – High Priority,Rantau Kapas Tuo
1504022008,3,3,1.0,Tier 1 – High Priority,Sungai Pulai
1504022009,3,3,1.0,Tier 1 – High Priority,Pulau
1504022010,3,3,1.0,Tier 1 – High Priority,Tanjung Marwo
1504082004,3,3,1.0,Tier 1 – High Priority,Bukit Sari
1504082005,3,3,1.0,Tier 1 – High Priority,Karya Mukti
1504082007,3,3,1.0,Tier 1 – High Priority,Danau Embat
1505012004,3,3,1.0,Tier 1 – High Priority,Pematang Jering
1505012005,3,3,1.0,Tier 1 – High Priority,Muaro Pijoan
1504072007,3,3,1.0,Tier 1 – High Priority,Batin
1504072008,3,3,1.0,Tier 1 – High Priority,Mekar Jaya
1504072009,3,3,1.0,Tier 1 – High Priority,Sungkai
1504072010,3,3,1.0,Tier 1 – High Priority,Mekar Sari Nes
1504082001,3,3,1.0,Tier 1 – High Priority,Bulian Jaya
1504082002,3,3,1.0,Tier 1 – High Priority,Tidar Kuranji
1504062013,3,3,1.0,Tier 1 – High Priority,Sungai Ruan Ilir
1504062015,3,3,1.0,Tier 1 – High Priority,Rawa Mekar
1504062016,3,3,1.0,Tier 1 – High Priority,Mekar Sari
1504062017,3,3,1.0,Tier 1 – High Priority,Kembang Seri Baru
1504072001,3,3,1.0,Tier 1 – High Priority,Bungku
1504072002,3,3,1.0,Tier 1 – High Priority,Pompa Air
1504072003,3,3,1.0,Tier 1 – High Priority,Ladang Peris
1504072005,3,3,1.0,Tier 1 – High Priority,Penerokan
1504062005,3,3,1.0,Tier 1 – High Priority,Rengas IX
1504062006,3,3,1.0,Tier 1 – High Priority,Kembang Seri
1504062007,3,3,1.0,Tier 1 – High Priority,Buluh Kasab
1504062009,3,3,1.0,Tier 1 – High Priority,Olak Kemang
1504062010,3,3,1.0,Tier 1 – High Priority,Padang Kelapo
1504062011,3,3,1.0,Tier 1 – High Priority,Sungai Lingkar
1504062012,3,3,1.0,Tier 1 – High Priority,Sungai Ruan Ulu
1504052016,3,3,1.0,Tier 1 – High Priority,Awin
1504052017,3,3,1.0,Tier 1 – High Priority,Olak Rambahan
1504052019,3,3,1.0,Tier 1 – High Priority,Teluk Ketapang
1504052020,3,3,1.0,Tier 1 – High Priority,Kampung Pulau
1504062001,3,3,1.0,Tier 1 – High Priority,Batu Sawar
1504062002,3,3,1.0,Tier 1 – High Priority,Peninjauan
1504062003,3,3,1.0,Tier 1 – High Priority,Teluk Leban
1504062004,3,3,1.0,Tier 1 – High Priority,Kampung Baru
1504052008,3,3,1.0,Tier 1 – High Priority,Ture
1504052009,3,3,1.0,Tier 1 – High Priority,Pulau Betung
1504052010,3,3,1.0,Tier 1 – High Priority,Lopak Aur
1504052011,3,3,1.0,Tier 1 – High Priority,Selat
1504052012,3,3,1.0,Tier 1 – High Priority,Teluk
1504052015,3,3,1.0,Tier 1 – High Priority,Simpang Kubu Kandang
1504042016,3,3,1.0,Tier 1 – High Priority,Simpang Jelutih
1504042017,3,3,1.0,Tier 1 – High Priority,Simpang Aur Gading
1504052001,3,3,1.0,Tier 1 – High Priority,Tebing Tinggi
1504052003,3,3,1.0,Tier 1 – High Priority,Serasah
1504052004,3,3,1.0,Tier 1 – High Priority,Lubuk Ruso
1504052005,3,3,1.0,Tier 1 – High Priority,Kuap
1504052006,3,3,1.0,Tier 1 – High Priority,Senaning
1504052007,3,3,1.0,Tier 1 – High Priority,Kubu Kandang
1504042009,3,3,1.0,Tier 1 – High Priority,Koto Boyo
1504042010,3,3,1.0,Tier 1 – High Priority,Simpang Karmeo
1504042011,3,3,1.0,Tier 1 – High Priority,Karmeo
1504042013,3,3,1.0,Tier 1 – High Priority,Jangga Baru
1504042015,3,3,1.0,Tier 1 – High Priority,Bulian Baru
1572062006,3,3,1.0,Tier 1 – High Priority,Karya Bakti
1572062007,3,3,1.0,Tier 1 – High Priority,Koto Lebu
1572072001,3,3,1.0,Tier 1 – High Priority,Koto Baru
1572072002,3,3,1.0,Tier 1 – High Priority,Koto Limau Manis
1572052007,3,3,1.0,Tier 1 – High Priority,Renah Kayu Embun
1572052009,3,3,1.0,Tier 1 – High Priority,Muara Jaya
1572062001,3,3,1.0,Tier 1 – High Priority,Sungai Jernih
1572062002,3,3,1.0,Tier 1 – High Priority,Aur Duri
1572062004,3,3,1.0,Tier 1 – High Priority,Permanti
1572042011,3,3,1.0,Tier 1 – High Priority,Tanjung Karang
1572042012,3,3,1.0,Tier 1 – High Priority,Kt. Baru Tanah Kampung
1572042003,3,3,1.0,Tier 1 – High Priority,Koto Pudung
1572042004,3,3,1.0,Tier 1 – High Priority,Koto Dumo
1572042008,3,3,1.0,Tier 1 – High Priority,Koto Tengah
1572042010,3,3,1.0,Tier 1 – High Priority,Koto Padang
1501052002,3,3,1.0,Tier 1 – High Priority,Baru Semurup
1501052004,3,3,1.0,Tier 1 – High Priority,Koto Dua Lama
1501052012,3,3,1.0,Tier 1 – High Priority,Koto Di  Air
1501052014,3,3,1.0,Tier 1 – High Priority,Balai
1501052016,3,3,1.0,Tier 1 – High Priority,Pendung Hilir
1501042013,3,3,1.0,Tier 1 – High Priority,Koto Baru Hiang
1501042014,3,3,1.0,Tier 1 – High Priority,Betung Kuning
1501042028,3,3,1.0,Tier 1 – High Priority,Hiang Karya
1501042029,3,3,1.0,Tier 1 – High Priority,Hiang Lestari
1501042031,3,3,1.0,Tier 1 – High Priority,Hiang Sakti
1501042033,3,3,1.0,Tier 1 – High Priority,Koto Sekilan Ambai
1501022016,3,3,1.0,Tier 1 – High Priority,Pasar Sore Seleman
1501042008,3,3,1.0,Tier 1 – High Priority,Hiang Tinggi
1501042010,3,3,1.0,Tier 1 – High Priority,Tanjungmudo
1501042011,3,3,1.0,Tier 1 – High Priority,Pendung Tengah
1501042012,3,3,1.0,Tier 1 – High Priority,Pendung Hilir
1501022003,3,3,1.0,Tier 1 – High Priority,Pendung Talang Genting
1501022007,3,3,1.0,Tier 1 – High Priority,Tanjungtanah
1501012005,2,3,0.6667,Tier 1 – High Priority,Masgo
1501012012,2,3,0.6667,Tier 1 – High Priority,Perikan Tengah
1501012019,2,3,0.6667,Tier 1 – High Priority,Kebun Lima
1501022006,2,3,0.6667,Tier 1 – High Priority,Cupak
1501022008,2,3,0.6667,Tier 1 – High Priority,Koto Tengah
1572082001,2,3,0.6667,Tier 1 – High Priority,Sumur Anyir
1501022014,2,3,0.6667,Tier 1 – High Priority,Talang Kemulun
1572032012,2,3,0.6667,Tier 1 – High Priority,Tanjung Muda
1572032008,2,3,0.6667,Tier 1 – High Priority,Larik Kemahan
1501042009,2,3,0.6667,Tier 1 – High Priority,Ambai Atas
1501042026,2,3,0.6667,Tier 1 – High Priority,Ambai Bawah
1501042030,2,3,0.6667,Tier 1 – High Priority,Angkasa Pura
1501042034,2,3,0.6667,Tier 1 – High Priority,Penawar Tinggi
1509112004,2,3,0.6667,Tier 1 – High Priority,Sungai Karang
1509122001,2,3,0.6667,Tier 1 – High Priority,Tanah Garo
1501082001,2,3,0.6667,Tier 1 – High Priority,Jujun
1501082005,2,3,0.6667,Tier 1 – High Priority,Tanjungbatu
1501082013,2,3,0.6667,Tier 1 – High Priority,Dsn. Baru P. Tengah
1501082019,2,3,0.6667,Tier 1 – High Priority,Koto Agung
1509092004,2,3,0.6667,Tier 1 – High Priority,Rantau Api
1509102001,2,3,0.6667,Tier 1 – High Priority,Pinang Belai
1509102002,2,3,0.6667,Tier 1 – High Priority,Sekutur Jaya
1509102004,2,3,0.6667,Tier 1 – High Priority,Napal Putih
1509102005,2,3,0.6667,Tier 1 – High Priority,Sako Makmur
1509102006,2,3,0.6667,Tier 1 – High Priority,Pagar Puding Lamo
1509102007,2,3,0.6667,Tier 1 – High Priority,Tanjung Aur Seberang
1509112003,2,3,0.6667,Tier 1 – High Priority,Cermin Alam
1501112025,2,3,0.6667,Tier 1 – High Priority,Kemantan Raya
1501112027,2,3,0.6667,Tier 1 – High Priority,Air Panas Sungaiabu
1509082002,2,3,0.6667,Tier 1 – High Priority,Sidorejo
1509082003,2,3,0.6667,Tier 1 – High Priority,Pulung Rejo
1509082005,2,3,0.6667,Tier 1 – High Priority,Giri Purno
1509082006,2,3,0.6667,Tier 1 – High Priority,Sumber Agung
1509082008,2,3,0.6667,Tier 1 – High Priority,Sepakat Bersatu
1509082009,2,3,0.6667,Tier 1 – High Priority,Rantau Kembang
1501112005,2,3,0.6667,Tier 1 – High Priority,Pondok Sungaiabu
1501112010,2,3,0.6667,Tier 1 – High Priority,Pungut Tengah
1501112011,2,3,0.6667,Tier 1 – High Priority,Pungut Hilir
1501112014,2,3,0.6667,Tier 1 – High Priority,Kemantan Hilir
1501112018,2,3,0.6667,Tier 1 – High Priority,Kemantan Agung
1501112019,2,3,0.6667,Tier 1 – High Priority,Sungaideras
1501112022,2,3,0.6667,Tier 1 – High Priority,Baru Sungaideras
1501112023,2,3,0.6667,Tier 1 – High Priority,Taman Jernih Sungaitutung
1505012009,2,3,0.6667,Tier 1 – High Priority,Sarang Burung
1505012016,2,3,0.6667,Tier 1 – High Priority,Muhajirin
1505012019,2,3,0.6667,Tier 1 – High Priority,Danau Sarang Elang
1505012021,2,3,0.6667,Tier 1 – High Priority,Mendalo Indah
1505022002,2,3,0.6667,Tier 1 – High Priority,Rantau Majo
1505022005,2,3,0.6667,Tier 1 – High Priority,Tan Tan
1503102008,2,3,0.6667,Tier 1 – High Priority,Tendah
1503102009,2,3,0.6667,Tier 1 – High Priority,Sungaikeramat
1503102010,2,3,0.6667,Tier 1 – High Priority,Sekamis
1504012003,2,3,0.6667,Tier 1 – High Priority,Sengkati Gedang
1504012013,2,3,0.6667,Tier 1 – High Priority,Belanti Jaya
1505012007,2,3,0.6667,Tier 1 – High Priority,Mendalo Darat
1505012008,2,3,0.6667,Tier 1 – High Priority,Rengas Bandung
1503092012,2,3,0.6667,Tier 1 – High Priority,Argo Sari
1503102001,2,3,0.6667,Tier 1 – High Priority,Kampung Tujuh
1503102002,2,3,0.6667,Tier 1 – High Priority,Lubuk Resam
1503102003,2,3,0.6667,Tier 1 – High Priority,Telukrendah
1504032016,2,3,0.6667,Tier 1 – High Priority,Bajubang Laut
1504032017,2,3,0.6667,Tier 1 – High Priority,Singkawang
1504032019,2,3,0.6667,Tier 1 – High Priority,Sungai Buluh
1504032020,2,3,0.6667,Tier 1 – High Priority,Kilangan
1504032021,2,3,0.6667,Tier 1 – High Priority,Pelayangan
1504042004,2,3,0.6667,Tier 1 – High Priority,Aur Gading
1504042006,2,3,0.6667,Tier 1 – High Priority,Hajran
1505052011,2,3,0.6667,Tier 1 – High Priority,Tanjung Pauh Km. 39
1505052017,2,3,0.6667,Tier 1 – High Priority,Suka Maju
1505052019,2,3,0.6667,Tier 1 – High Priority,Muaro Sebapo
1505062001,2,3,0.6667,Tier 1 – High Priority,Pudak
1505062004,2,3,0.6667,Tier 1 – High Priority,Kasang Lopak Alai
1505042020,2,3,0.6667,Tier 1 – High Priority,Lubuk Raman
1505052001,2,3,0.6667,Tier 1 – High Priority,Tanjung Pauh Km. 32
1505052002,2,3,0.6667,Tier 1 – High Priority,Pelempang
1505052003,2,3,0.6667,Tier 1 – High Priority,Sungai Landai
1505052005,2,3,0.6667,Tier 1 – High Priority,Nagasari
1505052010,2,3,0.6667,Tier 1 – High Priority,Baru
1505042003,2,3,0.6667,Tier 1 – High Priority,Tanjung Katung
1505042004,2,3,0.6667,Tier 1 – High Priority,Jambi Tulo
1505042007,2,3,0.6667,Tier 1 – High Priority,Muaro Jambi
1505042016,2,3,0.6667,Tier 1 – High Priority,Niaso
1505022009,2,3,0.6667,Tier 1 – High Priority,Sekernan
1505032003,2,3,0.6667,Tier 1 – High Priority,Betung
1505032004,2,3,0.6667,Tier 1 – High Priority,Pematang Raman
1505032005,2,3,0.6667,Tier 1 – High Priority,Sungai Bungur
1505032006,2,3,0.6667,Tier 1 – High Priority,Seponjen
1505032007,2,3,0.6667,Tier 1 – High Priority,Sogo
1505032009,2,3,0.6667,Tier 1 – High Priority,Sungai Aur
1503082007,2,3,0.6667,Tier 1 – High Priority,Pulaumelako
1503082009,2,3,0.6667,Tier 1 – High Priority,Tanjunggagak
1503082012,2,3,0.6667,Tier 1 – High Priority,Dusun Dalam
1503082015,2,3,0.6667,Tier 1 – High Priority,Teluk Mancur
1503092002,2,3,0.6667,Tier 1 – High Priority,Bukittigo
1503072003,2,3,0.6667,Tier 1 – High Priority,Desa Baru
1503072005,2,3,0.6667,Tier 1 – High Priority,Lubuk Kepayang
1503072007,2,3,0.6667,Tier 1 – High Priority,Bukit Suban
1503072009,2,3,0.6667,Tier 1 – High Priority,Mentawak Ulu
1503082001,2,3,0.6667,Tier 1 – High Priority,Rantau Gedang
1503082002,2,3,0.6667,Tier 1 – High Priority,Penarun
1503082004,2,3,0.6667,Tier 1 – High Priority,Tanjung
1505072004,2,3,0.6667,Tier 1 – High Priority,Suka Makmur
1505072005,2,3,0.6667,Tier 1 – High Priority,Marga Mulya
1505072007,2,3,0.6667,Tier 1 – High Priority,Marga Manunggal Jaya
1505072018,2,3,0.6667,Tier 1 – High Priority,Bukit Makmur
1503072001,2,3,0.6667,Tier 1 – High Priority,Lubuk Jering
1503072002,2,3,0.6667,Tier 1 – High Priority,Jernih
1505062008,2,3,0.6667,Tier 1 – High Priority,Solok
1505062009,2,3,0.6667,Tier 1 – High Priority,Sakean
1505062013,2,3,0.6667,Tier 1 – High Priority,Teluk Raya
1505062015,2,3,0.6667,Tier 1 – High Priority,Sipin Teluk Duren
1505062016,2,3,0.6667,Tier 1 – High Priority,Arang Arang
1505062018,2,3,0.6667,Tier 1 – High Priority,Sungai Terap
1505102001,2,3,0.6667,Tier 1 – High Priority,Bukit Subur
1505102005,2,3,0.6667,Tier 1 – High Priority,Tanjung Baru
1505102007,2,3,0.6667,Tier 1 – High Priority,Adipura Kencana
1505102010,2,3,0.6667,Tier 1 – High Priority,Tanjung Lebar
1505112002,2,3,0.6667,Tier 1 – High Priority,Talang Duku
1505112003,2,3,0.6667,Tier 1 – High Priority,Tebat Patah
1505092002,2,3,0.6667,Tier 1 – High Priority,Talang Datar
1505092003,2,3,0.6667,Tier 1 – High Priority,Sumber Mulya
1505092004,2,3,0.6667,Tier 1 – High Priority,Mulya Jaya
1505092005,2,3,0.6667,Tier 1 – High Priority,Matra Manunggal
1505092006,2,3,0.6667,Tier 1 – High Priority,Bukit Mulya
1505082005,2,3,0.6667,Tier 1 – High Priority,Tangkit
